rumor,truth,published_date,origin,url,truth_summary,rumor_province,rumor_city,category
济南近日遭遇百年难遇特大暴雨,7月22日，一则内容为“百年难遇！济南遭遇特大暴雨，开车如开船”的视频信息在网络传播，视频中还掺杂“车库倒灌”“地铁被淹”等水灾画面。经当地相关部门核实，济南市气象台于22日11时解除雷雨大风黄色预警信号，当日并未出现特大降雨情况。视频中的地铁、街道等场景不在济南。该视频信息为谣言。,2024/7/23,山东互联网联合辟谣平台、济南互联网联合辟谣平台,https://www.piyao.org.cn/20240723/b104ad2ebc124328a0257a753bc3564c/c.html,济南未现特大暴雨，网传视频为谣言,山东,济南,突发事件
郑州某医院将以3.6亿元被拍卖,近日，网上传播的一段短视频消息称，“河南郑州东区某医院将要被拍卖，这是‘捡漏不良资产’的好机会”，引发社会关注。经郑州警方调查核实，该视频为网民陈某为博取关注和吸引流量，把网上搜集到的某医院相关信息进行整合，经过一番杜撰后发布到网络平台。陈某通过网络搜索了解到该医院有13.8亿元总资产和3.6亿元债权关系，将其曲解为医院将被以3.6亿元拍卖的虚假信息。目前，陈某因编造、传播谣言，已被当地公安机关依法刑事拘留。,2024/7/23,河南省网络辟谣平台、郑州互联网举报和辟谣平台,https://www.piyao.org.cn/20240723/b104ad2ebc124328a0257a753bc3564c/c.html,男子编造医院拍卖谣言，被判刑。,河南,郑州,突发事件
儿童用药，按成人剂量减半就行,儿童用药直接按照成人剂量减半的做法是不可取的。儿童和成人对于药物的吸收、代谢、耐受性、反应性等均存在显著差异。简单地将成人用药量减半用于儿童，不仅可能无法达到预期的治疗效果，还可能带来用药风险，严重时会导致肝肾等重要脏器损伤。儿童用药应该依据医生的专业建议，根据儿童的体重、年龄、病情及药物特性等因素综合确定剂量。家长不应仅凭经验或道听途说自行调整用药剂量，以免给儿童健康带来损害。同时，家长在给孩子用药时，应仔细阅读药品说明书，了解药物的适应症、用法用量、禁忌症及不良反应等信息，确保药物对儿童的疗效。,2024/7/23,科学辟谣,https://www.piyao.org.cn/20240723/b104ad2ebc124328a0257a753bc3564c/c.html,儿童用药非简单减半，需专业建议，考虑个体差异，严格遵循说明书。,无,无,食药卫生
广州中考“可花钱包上名校”,近日，广东省广州市中考进入录取阶段，不断有学生家长收到不知名机构发送的“可花钱包上名校”等信息，以及未填报志愿却收到录取信息的情况。对此，广州市教育局发布声明称，学校以任何形式组织提前招生、免试招生、超计划招生、违规跨区域招生，利用中介机构非法招生，招收借读生、人籍分离、空挂学籍，收取择校费、与招生入学挂钩的赞助费以及跨学期收取学费，公布、宣传、炒作中考“状元”和升学率等均属于违规行为，涉及的单位和个人均将按规定严肃处理。考生和家长如果收到类似可疑信息，应及时向市、区招考部门以及学校核实；如果遭遇诈骗事件，应及时向公安机关报案。,2024/7/22,广东省互联网举报中心,https://www.piyao.org.cn/20240722/f05ed286f7f240268a6ce8c55f63f49e/c.html,广州严查违规招生，打击虚假承诺，保护考生权益。,广东,广州,公共政策
陕西咸阳湖5天连跳7人,近日，有网民在网络平台发布短视频称“连续5天，咸阳湖7个跳湖的”，引发关注。经陕西省咸阳市有关部门调查，该信息为不实信息。该视频系网民董某为博眼球、吸流量，在未经核实的情况下传播谣言，造成不良社会影响。当地公安机关依法对其进行处罚，并已责令其删除谣言信息。,2024/7/22,陕西省网络举报中心,https://www.piyao.org.cn/20240722/f05ed286f7f240268a6ce8c55f63f49e/c.html,网民董某传播咸阳湖跳湖谣言，被罚并删除信息。,陕西,无,突发事件
重庆市奉节县夔州街道口前村发生滑坡,近日，某网民发布视频称重庆市“奉节县夔州街道口前村发生滑坡”，引发关注。经向奉节县规划自然资源局核实，网传视频为剪辑嫁接，实为湖北秭归一山体发生滑坡瞬间。,2024/7/19,“重庆辟谣”微信公众号,https://www.piyao.org.cn/20240719/dae2aa78a8544f9896eef6b9c3cb3606/c.html,重庆奉节被误传滑坡，实为湖北秭归山体滑坡。,重庆,无,突发事件
一个西瓜=六碗饭,这个说法不准确。西瓜和米饭的营养价值不同，并不能简单等同。另外，不同品种西瓜的大小差异很大，热量和营养有较大差别。西瓜90%以上都是水，每100克的热量仅为31千卡；而100克米饭的热量大约为116千卡。其次，西瓜除了水分，还有丰富的钾，夏季出汗多，西瓜正好能补水解暑。而米饭主要提供碳水化合物，是人体能量的来源。除了营养和热量上的差异，西瓜本身也有很大差异。市面上的西瓜两三斤到十多斤的都有，与其担心吃西瓜热量高，倒不如管住嘴，控制吃西瓜的量。,2024/7/19,“科学辟谣”微信公众号,https://www.piyao.org.cn/20240719/dae2aa78a8544f9896eef6b9c3cb3606/c.html,西瓜与米饭营养差异大，热量、成分各不相同。,无,无,食药卫生
荆门养殖场散养户90%的猪都死了,近日，有网民发文称，“最近非洲猪瘟大爆发，养殖场散养户90%的猪都死了，荆门市场有很多商户贩卖感染猪瘟的死猪”。据湖北省荆门市农业农村局核实，该情况不属实。今年上半年荆门市没有发现生猪大量死亡情况，也未接到非洲猪瘟疫情报告。同时，市兽医实验室共计检测组织样品、血样和双拭子环境样品1518份，未发现异常情况。目前，警方已对发帖人进行了批评教育，不实信息已删除。,2024/7/18,“湖北网络辟谣”微信公众号、荆门市委网信办,https://www.piyao.org.cn/20240718/4693261157c440fa8ad84c6da6f7775b/c.html,非洲猪瘟未大爆发，网上谣言已被澄清。,无,无,食药卫生
网购三伏贴可自行“按图贴敷”,入伏后，线上线下三伏贴销量快速升温，但由于产品没有标准统一的配方和配比，其宣传和销售方式上呈现出一定的混乱现象。在多个电商平台上，不少售卖三伏贴的商家在广告语中使用“万能”字样，还会附上一张“穴位图”，需消费者自行“按图贴敷”。对此，医生提醒，孕妇、哺乳期妇女以及对贴敷材料过敏的人群要慎重使用三伏贴；有某些急性传染病，或糖尿病、血液病、严重心脑血管病等患者，更需医生综合判断。此外，购买、贴敷三伏贴需到正规医院，不要自当“医生”随意购买、自行贴敷。,2024/7/18,北京日报客户端,https://www.piyao.org.cn/20240718/4693261157c440fa8ad84c6da6f7775b/c.html,三伏贴销量激增，标准不一，宣传混乱，医生提醒谨慎使用。,无,无,食药卫生
喝可乐可以溶解肾结石,这种观点没有科学依据。前几年确有新闻称某患者因嗜食柿子，出现了胃柿石，于是医生建议他分次服用可乐，最终成功清除了胃柿石，有人因此就认为可乐能够除结石。首先，胃柿石和肾结石并不是一回事。前者是柿子中的鞣酸和蛋白质形成的，而肾结石成分则比较复杂，包括磷酸盐、碳酸盐等。可乐并不能直接到达肾脏，而是要经过人体吸收，不能直接作用于肾结石。其次，可乐中含有磷酸盐，可能会增加身体里钙的流失速度，而这些钙反而会在肾脏里增加我们患肾结石的可能性。最后，经常喝可乐（含糖）的人，更容易发生肥胖、高血压等问题，而这些都会增加肾的负担，因此说可乐能溶解肾结石并不准确。,2024/7/17,科学辟谣,https://www.piyao.org.cn/20240717/2bcb63164d124ed69f1c3900209ed5f5/c.html,无科学证据支持可乐溶石，胃肾结石性质不同，饮用有害健康。,无,无,科学常识
新疆惊现巨大哈密瓜,近期，一些自媒体作者在短视频平台发布关于“哈密瓜节惊现巨大哈密瓜需要用大货车托运”“这是我们新疆哈密今年种出来最大的哈密瓜”等信息。经核实，网民所说的巨大哈密瓜实为新疆哈密市第十八届哈密瓜节准备的哈密瓜模型，并非种植出的哈密瓜。,2024/7/16,新疆网络辟谣、哈密网络举报,https://www.piyao.org.cn/20240716/268507f7f3854698a0bc9a229bb7774c/c.html,自媒体误传巨大哈密瓜，实为哈密瓜节模型。,新疆,无,其它
三伏天，你以为养生的5件事其实在“养病”,今天是初伏第二天，三伏养生正当时。然而一些你以为的养生妙招，可能在帮你“养病”！三伏天有哪些养生误区？一起来了解。,2024/7/16,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240716/268507f7f3854698a0bc9a229bb7774c/c.html,三伏养生易犯误区揭示,无,无,食药卫生
洪峰过境，重庆洪崖洞被淹,近日，有网民发布视频称“40年最强洪峰过重庆，洪崖洞被淹”，引发关注。经重庆市渝中区交通运输委员会核实，该网传视频内容为谣言。今年7月12日洪峰过境，渝中最高水位181.16米，低于警戒水位，不存在洪崖洞被淹情况。网传视频系旧闻翻炒，其内容为2020年8月当地洪灾画面。,2024/7/15,重庆辟谣,https://www.piyao.org.cn/20240715/9cad77febb214d0bb7f2f5e7288edcb4/c.html,重庆洪崖洞未被淹，网传视频系2020年旧闻翻炒。,重庆,无,突发事件
广西南宁将发放住房公益补贴,近日，广西南宁市住房和城乡建设局接到群众反映，有不法分子冒用南宁市住房和城乡建设局名义伪造机关公文和印章，发布所谓“南宁将发放住房公益补贴”的通知，造成恶劣影响。对此，南宁市住房和城乡建设局发布声明称，南宁市住房和城乡建设局从未出具《南宁市住房和城乡建设局关于进一步加强我市住房公益补贴落实工作的通知》。同时提醒，请接到此伪造文件的单位和个人，提高警惕，谨防上当受骗。若已因此遭受财产损失的，请及时向公安机关报案。,2024/7/12,“广西互联网违法和不良信息举报”微信公众号、南宁市住房和城乡建设局,https://www.piyao.org.cn/20240712/0b2ae89586ba41e796814ca037830c89/c.html,广西南宁通报虚假住房补贴通知，官方未发布，提醒警惕并报警。,广西,南宁,公共政策
顶花黄瓜打了激素不能吃,并非如此，带花的黄瓜，可以放心吃。黄瓜花是宿冠花，在完成传粉、授粉后，不会马上脱落，而是等黄瓜果实再生长一段时间再脱落。这样的“顶部带花”，属于正常现象。此外，现代农业在种植黄瓜时，为防止幼小果实脱落，种植者会在其果柄部位涂抹防落素。如果抹到了花朵上，就会使花朵更难脱落。防落素的一般成分是“对氯苯氧乙酸”，这种物质用量不大，通常不会对人体造成伤害。,2024/7/12,科学辟谣,https://www.piyao.org.cn/20240712/0b2ae89586ba41e796814ca037830c89/c.html,"带花黄瓜可食用,属正常现象；防落素轻微,无大碍。",无,无,食药卫生
出汗真的能帮身体排毒,出汗不等于排毒。无论出多少汗，排出的几乎都是水分。而且人体的正常新陈代谢是通过肝脏、肾脏排出代谢废物，汗液并不能将人体内的“毒”通过皮肤表面排出。从中医角度来讲，汗为津液所化，人体内的津液随阳气输布于体表，又通过阳气的蒸化作用出于皮肤、肌肉的纹理而成为汗。而津液又与血密切相关，故出汗过多会带来很多危害。从现代医学角度来讲，出汗太多会损失大量水分，同时钾、钠、钙、镁等离子也可能丢失过多，造成电解质紊乱，使血容量下降，出现心慌、血压降低、头晕头痛等症状。,2024/7/11,人民日报,https://www.piyao.org.cn/20240711/dc317f33702a40d1888dfe2a20855012/c.html,出汗主要排水分，不排毒，过量有害。,无,无,科学常识
